forecast,actual,error,bust_label
3.0,-0.5211882738771423,3.5211882738771423,0
6.891944883978831,7.489692040364434,0.5977471563856032,0
20.53283101827764,16.839506530634996,3.693324487642645,0
13.674686715131886,14.122504354157174,0.44781763902528837,0
18.927256726499365,16.541351065360075,2.38590566113929,0
23.883217290706053,23.481338748495507,0.40187854221054664,0
30.21364832853035,30.602043615290295,0.3883952867599447,0
9.659692715229635,7.402863275056178,2.2568294401734574,0
24.057085546764114,22.122211438969913,1.9348741077942009,0
7.173782896367379,8.454461048837029,1.2806781524696502,0
11.165553994920263,13.713900407415395,2.548346412495132,0
20.1324542001657,17.860023234570953,2.272430965594747,0
23.91384400907187,25.912578676324888,1.998734667253018,0
31.294818357580464,30.327494796534943,0.9673235610455215,0
31.215275543107136,30.36822661028639,0.8470489328207478,0
9.759051648701508,8.726705708039837,1.0323459406616706,0
29.509279594454114,32.97395172353302,3.464672129078906,0
32.224321970444564,31.302459033805448,0.9218629366391156,0
8.580034481554558,6.292223900212924,2.287810581341634,0
13.730432606843383,12.686241782104752,1.0441908247386316,0
15.801505866310606,13.252650406071961,2.548855460238645,0
31.689542825148912,32.22705391128304,0.5375110861341312,0
14.092517187347926,12.3080463306316,1.784470856716327,0
20.104559907296085,18.14804801503127,1.956511892264814,0
19.73529483449666,19.691719087952425,0.04357574654423502,0
18.32284881916666,15.408434826539125,2.9144139926275336,0
32.255570443802355,29.58327712407775,2.6722933197246057,0
9.64818171939347,8.71643977707423,0.9317419423192401,0
17.159301515167137,18.785589277824144,1.6262877626570074,0
10.564582089760552,13.201000020099418,2.6364179303388653,0
32.40874184770654,31.39506402707626,1.013677820630278,0
30.03637489875284,30.167225486011926,0.13085058725908638,0
6.969370652122484,6.925886797249686,0.0434838548727976,0
31.01988713218564,29.472964844643762,1.5469222875418787,0
22.76200043405188,22.114115674573483,0.6478847594783979,0
24.385008666406645,26.65213738161649,2.2671287152098465,0
16.41366159274455,15.475489278344714,0.9381723143998357,0
15.081287266656755,10.851493151073782,4.229794115582973,0
29.827491186012022,28.15837747318535,1.6691137128266718,0
5.264637803348063,2.296245584033883,2.9683922193141803,0
18.851152111586956,19.214362283088295,0.36321017150133983,0
10.256222789039388,8.97525753685248,1.280965252186908,0
